checklistID|Roof|Roof_VID|RainGutters|RainGutters_VID|DownSpouts|DownSpouts_VID|ExtWindows|ExtWindows_VID|WindowScreens|WindowScreens_VID|Doors|Doors_VID|DoorScreens|DoorScreens_VID|ExtRailings|ExtRailings_VID|Porch|Porch_VID|Sidewalks|Sidewalks_VID|Walls|Walls_VID|Ceiling|Ceiling_VID|Floors|Floors_VID|IntWindows|IntWindows_VID|Stairs|Stairs_VID|IntRailings|IntRailings_VID|SmokeDetectorsBed1|SmokeDetectorsBed2|SmokeDetectorsBed3|SmokeDetectorsOther|SmokeDetectors_VID|CODetectors|CODetectors_VID|GeneralSanitation|GeneralSanitation_VID|Mold_Mildew|Mold_Mildew_VID|Vermin|Vermin_VID|Trash_Garbage|Trash_Garbage_VID|KitchenFaucets|KitchenFaucets_VID|BathLavatory|BathLavatory_VID|BathTub|BathTub_VID|BathShower|BathShower_VID|LaundryTub|LaundryTub_VID|Toilet|Toilet_VID|ElectricalService|ElectricalService_VID|IdentifyAllBreakers|IdentifyAllBreakers_VID|Switches_CoverPlates|Switches_CoverPlates_VID|Receptacles_CoverPlates|Receptacles_CoverPlates_VID|GFCIs|GFCIs_VID|KitchenElectric|KitchenElectric_VID|BathRoomElectric|BathRoomElectric_VID|CeilingLights|CeilingLights_VID|ExteriorLights|ExteriorLights_VID|Laundry|Laundry_VID|StairwayLights|StairwayLights_VID|GeneralFurnace|GeneralFurnace_VID|FurnaceVent_Exhaust|FurnaceVent_Exhaust_VID|Thermostat|Thermostat_VID|GeneralHotWaterTank|GeneralHotWaterTank_VID|HotWaterVent_Exhaust|HotWaterVent_Exhaust_VID|TPSafetyValve|TPSafetyValve_VID|BlowOff6inFromFloor|BlowOff6inFromFloor_VID|Controller|Controller_VID|RoofComment|RainGuttersComment|DownSpoutsComment|ExtWindowsComment|WindowScreensComment|DoorsComment|DoorScreensComment|ExtRailingsComment|PorchComment|SidewalksComment|WallsComment|CeilingComment|FloorsComment|IntWindowsComment|StairsComment|IntRailingsComment|SmokeDetectorsComment|CODetectorsComment|GeneralSanitationComment|Mold_MildewComment|VerminComment|Trash_GarbageComment|RecycleBinsComment|KitchenFaucetsComment|BathLavatoryComment|BathTubComment|BathShowerComment|LaundryTubComment|ToiletComment|ElectricalServiceComment|IdentifyAllBreakersComment|Switches_CoverPlatesComment|Receptacles_CoverPlatesComment|GFCIsComment|KitchenElectricComment|BathroomElectricComment|CeilingLightsComment|ExteriorLightsComment|LaundryComment|StairwayLightsComment|GeneralFurnaceComment|FurnaceVent_ExhaustComment|ThermostatComment|GeneralHotWaterTankComment|HotWaterVent_ExhaustComment|TPSafetyValveComment|BlowOff6inFromFloorComment|ControllerComment
32|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
33|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|True|True|False|False|None|None|None|Other|None|None|None|Other|None|None|None|Other|None|Other|None|Other|None|Other|None|Other|None|Other|None|None|None|None|None|None|None|Other|None|Other|None|None|None|None|None|Other|None|None|None|None|None|None|None|Other|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|704.2 - Mstr Bd, Bed 2, 1st Fl Sleeping, Grt Rm, Bsmt|None|302.4 - Exterior, 305.1 - Interior|None|309.1 - 1st Flr Fireplace, Bsmt Fireplace, Termites|None|None|505.1, 505.3, 504.1|505.1, 505.3, 504.1|505.1, 505.3, 504.1|505.1, 505.3, 504.1|505.1, 505.3, 504.1|505.1, 505.3, 504.1|None|None|None|605.2 - Mstr Bd, 1st Fl Bth, Kit, Lndry, Bsmt|605.2 - Ogrg|None|None|604.3 - Bsmt|None|None|None|None|None|None|505.1, 505.3, 504.1|None|None|None|None
34|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|True|False|False|False|None|None|None|Other|None|Other|None|None|None|None|None|Other|None|Other|None|Other|None|Other|None|Other|None|Other|None|Other|None|None|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|Other|None|Other|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|307.1 - Exterior Stair|None|None|None|None|None|None|None|305.5, 307.1 - Bsmt, 2nd Fl|704.2 - Mstr Bd|None|305.1 - Bed 2 & 5|403.2 - 1st Fl Bth Fan|None|None|None|505.1, 505.3, 504.1|505.1, 505.3, 504.1|505.1, 505.3, 504.1|505.1, 505.3, 504.1|505.1, 505.3, 504.1|505.1, 505.3, 504.1|604.3 - Bsmt Panel|None|None|None|None|605.1 - Kitchen Light|None|None|None|605.3|605.3 - Bsmt stairs|None|None|None|505.1, 505.3, 504.1|None|None|None|None
35|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
36|None|None|None|None|None|None|Other|None|Other|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|304.13 - Bed #3, 2nd Flr Bath|304.14 - Mstr Bdrm, Bed #3, 2nd Flr Bath|None|None|None|307.1 - Front Entrance Stair|None|None|None|None|None|None|307.1 - Bsmt Stair|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|403.5 - Dryer Vent|None|None|603.1, 603.2 - Flue Pipe|None|None|None|None|None|None
37|None|None|None|None|None|None|Other|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|304.13.2, Living Rm|304.14, Living Rm|None|None|None|None|None|None|None|None|None|None|305.5, 2nd Flr Stair|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|605.2, 1st Flr Powder|605.2, Exterior Front Porch|None|None|None|None|None|None|None|None|None|None|None|None|None|None
38|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|307.1 - Bsmnt Stair, Landscape Stair|None|304.3 - ID|None|None|None|None|None|None|None|None|505.2, Hose bib|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
39|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|307.1 - Landscape Stair|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|605.2 - Deck|None|None|None|None|None|None|None|None|None|None|None|None|None|None
40|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
41|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
42|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
43|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|Other|None|Other|None|Other|None|Other|None|Other|None|Other|None|None|None|None|None|Other|None|Other|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|IPMC - 304.13.2 Mstr Bthrm, 1st Flr Bthrm|None|None|None|None|IPMC - 304.10 Balcony|None|None|None|None|None|None|IPMC - 305.5 Bsmt Stair|None|None|None|None|None|None|None|IPMC - 505.1, 505.3, 504.1 water not on|IPMC - 505.1, 505.3, 504.1 water not on|IPMC - 505.1, 505.3, 504.1 water not on.|IPMC - 505.1, 505.3, 504.1 water not on, IPMC - 305.3tub tiles|IPMC - 505.1, 505.3, 504.1 water not on|IPMC - 505.1, 505.3, 504.1 water not on|None|None|IPMC - 605.1 1st Flr Bthrm, Living Rm|IPMC - 605.2 Mstr Bthrm Furnace duct, Kitchen|None|None|None|IPMC - 605.3 Mstr Bthrm, Lndry, Garage, IPMC - 605.1 Frnt Entranceriveway|None|None|None|None|None|None|IPMC - 505.1, 505.3, 504.1 water not on|None|None|None|None
44|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
45|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|True|True|True|True|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Located in storage under Bsment stair|None|None|None|None|None|None|None|None|None|None|None|704.2 - Mstr Bdrm, Bed 1, 2, 3, 4 1st Flr|None|505.2 - Garden Hose on Bib|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|403.5 - Clothes Dryer|None|None|None|None|None|None
46|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|True|True|True|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|307.1 - Landscape Stair in rear|None|None|None|None|None|None|None|None|704.2 - Bed 2, 3, Bsmt|None|302.4 - Weeds, 304.3 - Premises ID|None|None|None|None|None|None|None|None|None|None|None|None|None|None|605.1 - Kitchen, Bsmt Bar, Lndry, Landscape|None|605.2 - 1st Flr Bath|None|None|None|None|None|None|None|None|None|None|505.4 - Furnace Rm HWT|None
47|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
48|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
49|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
50|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
51|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|False|False|False|False|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Other|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|505.2 garden hoses|None|None|None|None|None|None|None|None|None|None|None|None|None|604.3, 605.1 Master Bed|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
52|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|True|True|True|True|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
